rating,date,coment_title,coment_description
5,27 febrero 2017,Vista maravillosa del Lago,Llegamos a esta isla para hacer un tour y comprar algunos souveniers. La caminata no es muy pesada y tiene una vista maravillosa del Lago titicaca. Recomendadísimo visitar
5,24 febrero 2017,Imperdible,"Es una de las mejores Islas y además una de las mejores organizadas. Usualmente no verán muchas personas porque todos tienen actividades pero si puedes almuerce ahi ya que la comida es deliciosa, en especial la trucha"
4,19 febrero 2017,Contacto con la cultura ,"Es una visita que vale la pena hacer, aunque para algunos resulta difícil el ascenso, la verdad es que para una persona sin limitaciones físicas este no debería ser un inconveniente . La vista desde la parte superior y el contacto con la cultura local hacen que este recorrido sea una excelente opción turística ."
5,17 febrero 2017,Isla de Taquile,Mi tour incluia isla de los Uros y Isla de Taquile. donde fuimos a conocer y almorzar. La subida a la plaza principal es algo dificultosa a muchos personas en el grupo les tomo tiempo en llegar. Una vez ahi la plaza es muy hermoza y la vista tambien puesto que se puede ver el lago Titicaca y otras islas vecinas.Lo recomiendo :). Al regreso debido al clima el bote nos tuvo que esperar en otro lugar. La caminata era mas larga pero de nivel facil.
5,16 febrero 2017,Vista privilegiada,"La isla es espectacular, tiene cultura, historia, y sobretodo una vista espectacular, es para sentarse, leer un libro y respirar paz y tranquilidad, me encanto, talvez lo unico malo, todos los restaurantes solo ofrecen trucha, es parte de su trabajo/producción local, por eso es aceptable pero no todos los dias. "
5,15 febrero 2017,Interesante ritmo de vida organización social,"Esto forma parte de una especie de tour antropológico, pues es muy interesante la estructura social y económica de los habitantes de la isla. Cuidado con la altura, hay que tomarse su tiempo para llegar hasta la plaza."
5,15 febrero 2017,Agotador pero vale muchísimo la pena,"Si no eres muy deportista te va a costar un poquito la caminata, no solo porque es todo de subida sino porque se siente mucho la altura. Yo recomiendo ir despacito, nadie te apura y aprovecha para disfrutar de las vistas mientras tomas un respiro. Lleven agua pero procuren colocarla en un buen tomatodo que la mantenga fresca, el sol quema bastante y si llevas en el agua en botella de plastico ya no es tan refrescante. LLevar: Bloqueador, protector para los labios porque se cuartean, sombrero (de preferencia porque la gorra no cubre el cuello), antibacterial y tissues."
4,14 febrero 2017,Pintoresco lugar,"Dentro del tour en el Lago Titicaca es uno de los sitios a visitar, almorzamos con una familia de la comunidad y el servicio fue excelente. interesante saber que los tejidos de esta isla son conciderados por la Unesco como Patrimonio de la Humanidad."
4,13 febrero 2017,Lugar Natural y Pintoresco,"Seria recomendable realizar esta visita después del segundo día de estadía ya que en la isla uno si debe caminar, si bien no mucho, pero podrá disfrutarlo mejor por su aclimatacion. Las salidas desde el puerto son a las 7:30 máximo a 25 soles persona en una lancha donde esperan llevar al menos 15 personas. Otra opción es hacerlo de manera privada pero recomendable también hacerlo temprano pues ir directo a la isla demora entre 2;30 a 3 horas. El itinerario lo realizan primero visita a la isla de los uros (solo 15 a 20 minutos en esa isla) para continuar hacia taquile. SI haces privado el costo lo puedes conseguir en 300 soles, solo traslado ida y vuelta, entonces si haces un grupo adecuado puedes prorratear el costo y manejar uno los tiempos, aunque la hora máxima de salida desde la isla sea 3;00 de la tarde. Los tickets de entrada son costos aparte Nacionales 5 soles isla los Uros y 8 Soles Islas Taquile, para extranjeros no podría precisar pero solo me refrieron soles Uros y 20 soles Taquile. En todo caso en el puerto antes de salir preguntar pero ya tienen una referencia. Al llegar a Taquile hay dos posibilidades, por la izquierda restos arqueológicos la plaza central, algunos restos arqueológicos y siguiendo en dirección al centro las textilerias.. Hacia el otro extremo derecho las playas, apacibles y bonitas aguas trasparentes para darse un chapuzon. Solo que si decide banarse hacerlo entre las 12 y 2 de la tarde, porque despues hay fuerte viento y puede afectar. La alimnetacion por el lado izquierdo de la isla hay algunas viviendas que ofrecen la típica sopa de quinua y truchas fritas y algo de maiz tostado, precios de 10 a 20 soles, por el lado de playa, un poco de mejor preparación casi la misma comida pero con mejores verduras y tamaños de 30 a 35 soles que incluye sopa (quinua con verduras), segundo (trrucha frita con papas fritas y ensalada) y un mate de muna o de coca. Si desean una agua o agua gaseosa 5 soles. Los paisajes son hermosos, ganado ovino pastando ordenadamente, vista al lago, pobladores muy amables vestidos tipicamente, se puede obervar como realizan los tejidos, hablan quechua español y algunos ingles.Hay la opción de coordinar con el presidente de las comunidades para dormir en unas casa si se desea pero no puedo precisar el costo. Es algo típico, natural, y apacible que vale la pena visitar si llegas a Puno, pero recuerda los tiempos de traslado ida y vuelta mas o menos 6 horas. Recomendación, salir temprano, llegar a las 11 de la manana como limite, 4 horas son suficientes si piensas retornar el mismo día, ah y no olvidar llevar bloqueador y crema o loción para evitar mosquitos.."
3,13 febrero 2017,Agotador,Si uno no esta dispuesto a caminar mejor no lo haga. Es agotador. Pero vale la pena los miradores sin impresionantes. Pero hay que caminar mucho. Puede dar soroche.
3,12 febrero 2017,Diversion,Viaje agradable y acogedor por la gente del lugar. El viaje en barquitos de totora es emocionante y su artesania bonita.
5,6 febrero 2017,Hermoso paisaje!,"Definitivamente puedes sentarte a observar las vistas impresionantes del lago con colores hermoso, naturaleza muy Inca y comida deliciosa. Las calles son muy bonitas"
5,5 febrero 2017,Muy pintoresco,Linda experiencia! Volvería con más tiempo. Pidan muña para aliviar el mar de altura. La subida a la plaza principal de la isla es complicada
4,5 febrero 2017,Muy buena vista ,El tour incluido Uros cuesta 60soles incluido ingreso a islas y almuerzo. se llega en un barco a 2 horas de la ciudad. Para llegar al centro de la isla se debe hacer una caminata empinada de 40 min aprox. Luego se almuerza en el centro una trucha frita u opción vegetariana.
4,3 febrero 2017,Vista maravillosa,El esfuerzo en la subida vale la pena por contemplar la hermosura del lago Titicaca. Sus pobladores se esfuerzan por atender al turista. Sin embargo los SSHH deben mejorar.
3,3 febrero 2017,"No me parecio interesante, solo mas vistas del lago Tticaca","Se trata de una isla en forma piramidal a la que pagas por acceder y debes ascender hasta el punto mas alto para conocer el pueblo que no aporta nada en absoluto de ibteresante, excepto vistas del lago. También tuve una experiencia desagradable con la comida, al contratar el tour con Collectur me dijeron que añadir el lunch eran 10 Soles más pero que podía pagarlos directamente a la casa a la que nos llevara a comer el guía, al final resulto que tuve momentos de tensión ya que donde nos llevo el guia nos querian cobrar 20 Soles a los que no llevavamos prepagado y ello por un menú que no valia más de 7 Soles, terminamos pagando 15 Soles de mala gana y sin ninguna colaboración mas la de darnos la razón por parte del guía Adolfo que creo trabaja para Yumbo Tours, con el que parecia que la cosa no iba con él."
4,29 enero 2017,Vistas increibles,"La vista es increíble, aunque la isla es pequeñita, merece la pena visitarla y conocer a sus habitantes, un poquito de su cultura..."
5,28 enero 2017,Lindo!,"La isla es linda! El paisaje es espectacular; sin embargo, la caminata puede ser agotadora pero lo vale! No es necesario ir en tour ya que no hay necesidad de guía, solo es seguir el camino. En el puerto del lago se paga por el transporte público y deben indicar el horario en que los van a recoger."
5,28 enero 2017,Paseo de un día,"Se requiere buen estado fisico para llegar a la plaza que esta en la cima, el lugar es muy pintoresco,"
5,23 enero 2017,La Isla de la Fantasía,"Después de cruzar parte del lago navegable más alto del mundo, llegas a esta bellísima isla, ascender es un poco dificil por la altura de más de 4,000 m/nm pero el canto de los pájaros y las impresionantes vistas son un incentivo. Comimos un lunch de trucha y sopa de quinoa muy ricos."
4,22 enero 2017,Maravillosa excursion Lago Titicaca,Muy interesante contacto con la cultura de los habitantes de la ista. Seria importante advertir a los turistas que requiere de una actividad fisica bastante intensa desarrollada a 4000 m de altura.
4,22 enero 2017,Visita Isla Taquile (Puno),Ir de puno a la isla en speed boat duración 1:30min. Solicitar que los dejen en la parte posterior de la isla la caminata es más complicada pero con mejores vistas. Dificultad 6 del 1 al 10.
5,20 enero 2017,Hermoso lugar y playas tranquilas,"Un lugar muy tranquilo, sus habitantes nos recibieron muy bien, en nuestro tour tuvimos la oportunidad de conocer su forma de vida y de comer en un restaurante familiar. Es una experiencia única"
3,17 enero 2017,No vale la pena,"Si bien no hay gran diferencia de plata, con la excursión a las islas de los uros, alcanza, en Taquile no hay gran cosa."
5,15 enero 2017,Muy bonito!,"Una hermosa isla, con vistas maravillosas del lago Titicaca, el único inconveniente es que debes subir una larga cuesta para llegar a la plaza del pueblo o subir 500 escalones, todo depende del puerto en que desembarques! sin embargo comerte un mango en la tienda frente a la plaza es imperdible!"
3,12 enero 2017,Acceso limitado ,"La isla es sin duda un lugar pintoresco , sobretodo por sus habitantes quienes aun mantienen a flor de piel sus tradiciones y costumbres. Lo malo, son sus accesos muy limitados para personas con problemas de desplazamiento. Son esos lugares que visitas una vez en tu vida y no te quedan ganas de volver "
3,12 enero 2017,Poco interesante. ,La visita incluye islas uros y Taquile. Uros me pareció interesante pero Taquile no tiene nada. Es una isla en la que subes una gran pendiente y la bajas por la parte contraria.
4,11 enero 2017,Impresionante vista del Lago Titicaca,El lago Titicaca se contempla maravillosamente desde esta Isla ...Taquile pequeño pueblito donde puedes caminar y compartir un buen almuerzo lugareño ... En la pequeña plaza hay un puesto de artesanías bonitas para comprar...
3,10 enero 2017,Magnífica vista!!!,"En el pueblo no hay gran cosa, algunos textiles y la comida que ofrecen en el tour y que ofrece trucha y alguna guarnición sencilla. Pero si se trata de fotografía, hay una excelente vista donde se aprecia parte de Bolivia y sus volcanes!!!"
3,8 enero 2017,Lindas pero su plaza no impacta,"Van incluidas en el plan de las islas UROS desde Puno, la vista es hermosa, su centro o plaza no es muy llamativa, allí puedes comer lo típico de la región. Lindo pero no impactante"
4,7 enero 2017,Buen plan,Es satisfactorio encontrar un lugar tradicional libre de las basuras y plásticos del mundo occidental. Almorzar allí es rico y además se apoya la economía local. Es un lugar interesante pues se ve que muchas tradiciones se mantienen
4,6 enero 2017,Hermoso Lugar,"Muy buen lugar con una hermosa vista, ideal para caminatas. El pueblo es pintoresco y tranquilo. Su gente es muy amable."
5,5 enero 2017,"Buena comida local, linda isla","Disfrutamos ver las viviendas, la plaza, los cultivos y la vista del algo Titicaca durante nuestra estadía. Llovió, y luego hizo un clima soleado. Vale la pena subir y comer algo local, como la trucha."
5,5 enero 2017,Increíble paisajes,"A 3 horas desde el puerto de Puno, Taquile se caracteriza por sus hermosos paisajes y caminos, el pueblo es muy ordenado y limpio, se puede almorzar con una hermosa vista del lago. Los tours son más baratos si tomas el tour de Uros más taquile a S/. 70 en el Jr. Lima podras encontrar varias agencias."
4,4 enero 2017,Hermosa vista impresionante,"Hermosa vista , lugareños muy amables, puede uno muy bien apreciar la forma en que viven y desde lo alto se pueden tomar unas panorámicas impresionante . Recomiendo no hacer toda la travesía de la isla pues es un recorrido de mas de cuatro kilometros y medio muy pendientes y en este segundo tramo es poco lo de apreciar. Se debe subir al alto por el lado mas corto que creo que es el frente y bajar por el mismo lado"
5,4 enero 2017,Realmente bello,"Nunca vi algo parecido.. habiendo recorrido el 80% del Perú, una vista y ambiente increible, vale la pena subir."
5,2 enero 2017,Toda una experiencia,"El viajar por el lago Titicaca para visitar esta isla es toda una experiencia, pero haganlo en lanchas rapidas pues hacerlo en las normales dilata mas del doble de tiempo (3 horas aprox) solo de ida. La isla es impresionante y como se manejan y viven los habitantes tambien, las vistas impresionantes"
5,25 diciembre 2016,Vista increíble del lago,"Un lugar muy lindo! A través de una caminata de 15 minutos hacia la cima de la isla, se va conociendo a los lugareños y se tienen unas vistas espectaculares del lago. Se almuerza comida local muy rica y se puede pasear por la plaza del pueblo. Muy recomendable!"
4,25 diciembre 2016,Volveré!!,"Taquile es tan hermoso!! Me encantó y definitivamente tengo que volver, que pena que la gente se aproveche un poco de los turistas, la comida es muy cara y poca ración en la mayoría de restaurantes. La caminata para llegar a la plaza es pesada pero vale la pena ir hasta allá!! Aunque deberían tener lanchas más rápidas para acortar la distancia de Puno a esta isla."
3,19 diciembre 2016,"Atractivo, pero simple.","estando en Puno es uno de los lugares a visitar, pero no lo mejor de Peru. Los tejidos de Taquile son premiados por la Unesco."
5,19 diciembre 2016,"hermosa isla,"," la caminata comienza en el puerto de desembarque y no existen vehiculos, o por lo menos no los vimos en toda la isla. esta se puede recorrer caminando en pocas horas, los habitantes dan alojamiento y almuerzos. almorzar en la cima de la montaña mirando al lago es una hermosa experiencia. me hizo recordar a Grecia"
5,14 diciembre 2016,Muy Interesante,Linda experiencia. Caminata interesante y divertida. Nuestro guia Eliseo un trome que goza explicando y contando en detalle la historia pasada y presente de esta Isla. Almorzamos muy rico en la casa de una familia. Vimos a los hombres tejiendo y a las mujeres haciendo telares lindos. Paisaje impresionante.
3,12 diciembre 2016,Se pueden apreciar hermosas vistas,"Llegamos en lancha, luego de una larga caminata de ascenso, llegamos a la plaza donde se encuentra la iglesia que se encontraba cerrada. Mas allá de las vistas y un rico almuerzo que incluía trucha a la plancha, no hay mucho mas para ver."
5,11 diciembre 2016,Imperdible,"Un lugar genial con una hermosa vista del lago titicaca. Vale la pena cada segundo que estás ahí, conocer las culturas de las comunidades nativas que la habitan y el compartir con ellos. Recomiendo comer el plato típico (sopa de quinua y trucha)."
5,10 diciembre 2016,Una caminata hermosa,"Una caminata hermosa a pesar de la falta de oxigeno, muy lindas vistas, es de destacar la plaza con su pequeña iglesia, es un recorrido muy interesante para aprender sobre las costumbres de sus pobladores"
5,10 diciembre 2016,"Tour Uros, Taquile y amantaní","Los toures pueden conseguirse en Puno, incluyen visita a la isla de los Uros, las cuales son construidas con totora, una raiz que nace en el lago titicaca y al desprenderla del suelo tiene la característica de flotar en el agua, el tour incluye transporte en lancha, con guía todo el tiempo en inglés y español.primero se visita la isla de los Uros, Luego amantaní, donde te hospedas en una casa, con una familia y en la noche salen a una fiesta andina, con música en vivo, te prestan los atuendos típicos, luego van a dormir a las casas de estas personas, al otro dia te ofrecen desyuno, con queso asado y ""matecito de coca"" y otra planta que es buena para evitar el ""Soroche"" o mal de altura, y por ultimo visitan taquile, donde puede visitarse el templo de pachamama y de pachatata, desde donde hay una vista hermosa hacia el lago Titicaca en toda su inmensidad, apreciar el atardecer es hermoso, Cielo, luna y estrellas en un mismo lugar ♥"
4,9 diciembre 2016,Tranquilidad,"Vale la pena pagar para que lo lleven a la isla, te da una impresión de cómo se vive a más de 4,000 metros sobre el nivel del mar.
Debes estar dispuesto a caminar mucho, también a bajar muchas gradas."
5,1 diciembre 2016,TAQUILE... ¡IMPRESIONANTE!,"El pueblo de Taquile se encuentra a 3,950 M.S.N.M. por lo que el oxígeno es escaso y subir hasta la plaza requiere de bastante esfuerzo, pero vale mucho la pena el cansancio, ya que la vista desde la plaza principal al Lago es realmente espectacular. Esta Isla es de verdad impresionante, porque su sociedad no ha cambiado en siglos, siguen basándose en el trabajo colectivo y en el código moral Inca “No robarás, No mentirás y No serás perezoso. No utilizan nada de avance tecnológico, cuidan mucho el medio ambiente, tan es así, que no utilizan ni siquiera detergente para lavar su ropa, utilizan una planta que al molerse con una piedra genera abundante espuma y blanquea la ropa, es una belleza ver que hasta en estos días existan civilizaciones que cuiden y protejan su entorno como los taquileños. Actualmente su economía se basa en la pesca, la agricultura de la papa en las terrazas (gracias a su magnífico microclima se da una excelente agricultura) y el turismo, este es un factor determinante para los ingresos de la Isla, ya que recibe al año aproximadamente a 40,000 turistas. Taquile es especialmente conocida por los tejidos que elaboran sus habitantes, los que se encuentran dentro de la más fina artesanía no solo en Perú, sino en el mundo. Taquile y su arte téxtil fueron proclamados “Obras maestras del Patrimonio Oral e Inmaterial de la Humanidad” por la UNESCO. Es un magnífico lugar que no puedes dejar de visitar."
5,29 noviembre 2016,cansado pero hermoso,"el lugar es hermoso, la isla se encuentra a una hora de la isla de los uros. al llegar a la isla deberás subir hacia el poblado, el camino es cansado porque tendrás que subir y para el que no está acostumbrado será algo pesado por lo que en puno todo es altura y choca. Pero al llegar sabrás que ese pequeño esfuerzo valió la pena, encontraras restaurantes que ofrecen comida típica de puno y una maravillosa vista hacia el lago! se los recomiendo"
2,28 noviembre 2016,Nada espectacular ,"Junto con la visita a Los Uros, visitamos Taquile pero nada que nos haya quitado el sueño. Subimos hasta la cima, donde se encuentra la plaza principal. Después comimos la comida típica del lago, comida hecha por familias que viven todavía bajo las tradiciones Incas. Está mejor la isla del Sol y de la Luna. "
5,27 noviembre 2016,Bella,FUe un muy interesante recorrer esta isla y ver como vivien los indigenas de esa region. El paisaje que se ve es hermoso
4,26 noviembre 2016,VALE LA PENA IR,"Excursión muy interesante. Se lleganen barca y se sube caminando hacia la población. Comimos en plena naturaleza, atendidos por los habitantes de alli."
5,23 noviembre 2016,Hermosa Isla,"Visitar esta isla lo recomiendo, es menos turística que los Uros, la gente se conserva aún auténtica, si la exploras mejor. Los paisajes son bellísimos y recuerdan un poco la vieja Grecia. Tomate tu tiempo y ve por más días. En el tour de dos horas solo veras la plaza principal y los dos puertos pero la Isla es inmensa y vale la pena recorrerla."
5,22 noviembre 2016,Vivencial y aventura,"Conocer la cultura y modo de vida del lugar y atravezar la isla en una caminata fue fenomenal. Almorzamos a 4000 msnm Trucha a la parrilla y caldo de quinua, de manos de Mary."
4,22 noviembre 2016,Bello,"Una isla hermosa donde se respira aire puro y paz. Llena de una cocina maravillosa ofrecida a sus visitantes. Caminos empedrados hechos a mano, indígenas centenarios y tejidos preciosos catalogados por la unesco cono patrimonio inmateria de la humanidad"
5,21 noviembre 2016,Maravilloso,"Me encanto, una larga caminata pero lo vale!! Sin embargo, me gustaria que existan mas actividades a realizar en el lugar, seria bueno que siempre existan danzas en el lugar, y no solo cuando los visiten un grupo mayor a 30 pax"
5,20 noviembre 2016,Gran acogida y hermoso paisaje!,"La vista desde la isla es impresionante. Almorcé en el lugar trucha fresca, luego dimos una caminata alrededores. Vale la pena visitarla y disfrutar del paisaje. Los turistas pueden tomar un tour vivencial con los lugareños (compartir con ellos durante dos días), si no deseas igual aprendes de la cultura local mientras estás ahí."
5,18 noviembre 2016,Imposible perder la visita,"Se respira paz y una conexión increíble con la naturaleza hay muchos visitantes pero mucha calma la comida muy rica, los lugareños se esmeran en atenderte y te muestran muchas cosas de su día dia. Ir a Puno y obligado a Taquile Patrimonio cultural de la humanidad "
5,17 noviembre 2016,Isla que enamora,"Fui con mi familia y pude disfrutar mucho de este lugar. La subida es algo exigente pero lo puedes hacer tranquilamente, casi llegando a la cima está la plaza de armas y allí puedes hacer compras y comer. Tiene una excelente vista y el clima es bastante bueno en esta época. Llegas por lancha a un buen precio (la salida es 8am y el retorno a las 2pm) desde Puno.La bajada es más fácil pero son varios escalones, es tan relajante y tranquilo estar ahí que vale la pena."
4,17 noviembre 2016,Curiosa,"Una isla en medio del lago Títicaca ,pero en lugar de un lago parece que es un mar,. La isla es pequeña y cuando llegas al embarcadero y descubres que tienes que subir una cuesta tan empinada.Que piensas que no vas a poder, Merece la pena. Las vistas son preciosas y muy fácil de caminar."
5,17 noviembre 2016,Isla Hermosa,"Es una isla hermosa, organizada y con un paisaje increíble. desde el puerto hay que subir un camino de piedra, empinado y teniendo en cuenta que se encuentra a más de 3800 msnm puede ser un poco retador, lo recomendable es subir despacio y disfrutar del paisaje."
5,16 noviembre 2016,Hermoso,"Muy recomendado, me encantó la Isla y las personas. Linda experiencia :) volveré definitivamente.
La caminata es un poco dura por la altitud pero es recomendable llevar botellas de agua y los paisajes muy bellos."
5,15 noviembre 2016,MUCHA PAZ...,"La verdad, me llevé una sorpresa! Fue la mejor decisión haber querido visitar esta isla, la ofrecen junto con la Isla de los Uros. Si te gusta la naturaleza no podes dejar de visitarlo! La excursión, incluye el amuerzo en la casa de una familia, asi que eso es el broche de oro."
5,15 noviembre 2016,Excelente viste,Excelente vista. Paisajes increíbles. Propicio para caminar y respirar aire puro. Una paz y tranquilidad difícil de encontrar.
4,14 noviembre 2016,muy agreste,"lindo lugar muy primitivo, de dif. acceso pero muy interesante la cultura de los moradores, informarse antes de ir."
5,13 noviembre 2016,Comida riquísima,"Visite Taquile con mi pareja y dos amigas más y la verdad que nos gustó mucho. Hicimos un excursión que contratamos en una agencia en Peru el día antes (nos salió bastante bien de precio así que negociar no tengáis miedo y regatear). La excursión se trataba de una visita a las Isla de Uros y Taquile, con el almuerzo incluido. La Isla de Uros está bien es un experiencia y Taquile es pequeña pero esta bien ir a pasar el día. Lo que más me gustó fue la comida que era una sopa de quinoa y una trucha al horno, mientras comíamos también nos enseñaron sus costumbres (bailes/trabajos, etc.). Pasamos un día agradable, también hay excursiones que ofrecen dormir en las islas, la verdad que yo nosotros no lo hicimos pero creemos que tal vez hubiese sido un poco aburrido."
5,13 noviembre 2016,Haz estado en una Isla ?,"El ascenso es muy duro pero pasa rápido, las vistas durante todo el trayecto son espectaculares. Definitivamente es un paraiso"
4,10 noviembre 2016,Linda experiencia ,"Visita como parte de un tour por las islas de Puno. Subimos por una ruta suave hasta la parte alta. Camino empedrado de fácil tránsito. Almorzamos en una casa familiar, no deseamos comer uno de los platos incluidos en el menú y nos cobraron por menú completo, la ensalada del plato de fondo eran dos vegetales y en vez de papas en una presentación local, eran fritas, la trucha estuvo muy buena. "
5,10 noviembre 2016,Linda isla,"Es un gran lugar, la comunidad es muy simpática y están bien organizados para recibir a los turistas y ofrecerles un almuerzo tipico (la trucha es deliciosa!)"
5,8 noviembre 2016,Un lugar deslumbrante,"La visita a la Isla de Taquile no tiene desperdicio. Es realmente hermosa y ver el lago Titicaca desde la altura, es un espectáculo imborrable.Almorzamos trucha, almuerzo que ya habíamos abonado con la excursión y que ofrece alguna familia de la isla. Van rotando. Hicieron un baile, tocaron instrumentos e invitaron a bailar a los visitantes.Visita impagable."
4,7 noviembre 2016,Lugar interesante,"Fui a la isla en una excursión que incluía su visita. Su atractivo principal es la producción textil artesanal. Se puede ver a la población con su vestimenta típica. Hay que darles una propina para sacarles foto. La visita fue corta. Fuimos hasta la plaza de Armas, el poblado es muy sencillo. En la excursión estaba incluido el almuerzo que era trucha, muy rico. Y la familia anfitriona nos mostró como lavan la lana y como realizan los tejido. Si bien la caminata es corta, es un poco exigente por la altura."
5,5 noviembre 2016,Divina!,"Impresionante
Nunca me imaginé que podía ser tan linda
La conocí en un tour alternativo por lo q no fui a las zonas turísticas, una vista y playa espectacular!"
5,3 noviembre 2016,hermosa vista,"visita obligada en Puno, se hace el mismo día que la visita a Uros. El camino es largo y la subida hasta la cima de la montaña también pero la vista realmente valen la pena. No esperar mucho del almuerzo."
5,3 noviembre 2016,Viaje por el titicaca,"Es un tour muy recomendable para toda la familia, los lugareños y los guías te hacen vivir un momento increíble.La organización de la comunidad asombrosa y la comida sopa de quinoa + trucha a la plancha deliciosa. El menú es el mismo en todos los restaurantes de la isla."
5,3 noviembre 2016,Estupenda visita,"Taquile simplemente te cautiva desde que pones un pie en la isla, las personas son muy atentas. el camino te muestra muchos paisajes unicos, la comida estuvo excelente, lo recomiendo."
5,2 noviembre 2016,Habitantes Taquile,"Me gusto su trabajo comunitario, cuanto nos hace falta para preocuparnos por el de alado, ellos buscan apoyarse mutuamente, y eso los hace grandiosos."
4,2 noviembre 2016,Hermosos paisajes,"Es un poco cansado, hay que subir con tranquilidad, arriba descubre que valió la pena el esfuerzo, Hermoso!"
5,31 octubre 2016,"Impresionante - el ""Santorini"" de América ","Inicié el día un poco desanimado porque había llovido toda la noche y empezó la mañana con mucha nubosidad. Tomamos un servicio full day (Uros - Taquile) por S/ 70.0 en embarcación rápida. Gracias a Dios tuvimos la suerte de ver las luces del sol. Desde el trayecto, es impresionante ver laInmensidad del Titicaca, las islas y sus comunidades. Llegamos cerca de las 12:00 del día (son 100 - 110 minutos de recorrido desde los Uros).Desde que llegas a Taquile llama mucho la atención su paisaje, sus aguas cristalinas; un pequeño arco te recibe y te invita a subir una cuesta pronunciada, lo cual demandará esfuerzo físico (es recomendable subir despacio, por tramos y descansos cortos). Una vez arriba, en el borde de la montaña, la vista es preciosa. Nada que envidiar a lugares como Santorini - Grecia. El guía te llevará a una casa local donde vimos sus prácticas del día a día y algunas costumbres. Ahí también almorzamos, la comida es aceptables para la zona, no esperemos nada ""Gourmet"".Finalmente puedo decir que Taquile es impresionante, recomiendo visitarla, llevar bloqueador solar - gorro - agua, implica realizar un esfuerzo físico medio - alto, la caminata dura aproximadamente dos horas en total! "
5,31 octubre 2016,Hermosa isla,"Taquile es una isla impresionante donde se llega a uno de sus puertos y luego hay que subir una cuesta de 450 escalones, pero desde arriba la vista del lago es preciosa. Luego se almuerza en la casa de algunos de los residentes donde la sopa de quinua es presentada en ollitas de barro y estaba deliciosa, el plato de fondo era una trucha con papas doradas y arroz igual de rico.Tour muy recomendable"
5,27 octubre 2016,Muy hermoso!,"La isla de Taquile, en el lago Titicaca, pertenece al distrito de Amantaní, Puno, Perú y está situada a 45 km de la capital regional. Cuenta con una población aproximada de 2.200 habitantes"
5,26 octubre 2016,hermosa!,"Recomiendo tomar un tour desde Puno. Generalmente el tour incluye transporte y almuerzo en la isla, los precios son muy variables dependiendo el bote que se tomara, el tipo de almuerzo y la cantidad de tiempo. Al llegar a la isla se realiza una caminata de 40 minutos, al principio un poco cansada ya que el camino es bastante empinado, pero despues no hay problema. Encontraras paisajes de ensueño, gente muy amable, el lugar es muy ordenado y limpio."
4,26 octubre 2016,"Muy lindo paseo a pesar de las escaleras, je","Vale la pena hacer esta visita, el pasisaje es increible, almorzamos en un restaurant de instalaciones un poco precarias pero con una muy rica comida y una vista inmejorable"
5,24 octubre 2016,Lugar Original,"La Isla Taquile esta aproximadamente a unas 2 horas en lancha desde Puno. Al llegar al la Isla se puede almorzar camina hacia el pueblo en restaurantes rústicos, la comida es buena.Si puedes pasar una noche seria excelente para estar en contacto con la naturaleza y las vistas hacia el Lago Titicaca son inolvidables.Anímate a visitar la Isla Taquile."
4,22 octubre 2016,Un viaje en el Tiempo.,"La isla esta a 2 horas de lancha desde Puno . Sus habitantes conservan las tradiciones de decenas de generaciones pasadas, con su vestimenta acorde al estado civil"
4,20 octubre 2016,Isla Taquile,"Lindo lugar, y tejidos hechos a mano muy bellos y con colores muy vivos.
Mantos, chullos, chalinas de alpaca.
Muy lindos telares."
5,19 octubre 2016,Una excursión que vale la pena hacer,Muy interesantes sus costumbres y organización social. Las particularidades de sus vestimentas respecto de su estado social y categoría. Excelentes vistas desde la parte superior de la isla y muy buena comida.
3,19 octubre 2016,Lindas Vistas del Titicaca,"El lugar es tiene hermosas vistas del lago Titicaca. Para almorzar o llegar al pueblito hay que subir mucho, y es muy cansador para gente que recien llega y está aún adaptándose a la altura..Si bien el camino tiene piedras firmes ,cuesta mucho el ascenso , a pleno rayo de sol. A mitad de subida almorzamos en una especie de casa preparada para el tirusmo, es todo bastante rudimentario, pero la comida zafa (sopa y pezcado u Omelette). Despues de comer podes bajar y esperar al grupo o seguir subiendo para ver una plaza y algunas cosas (no suban! no hay nada)."
5,18 octubre 2016,Vale la pena,Subir los escalones vale la pena! La vista del lago es impecable... recomendado poder dormir aunque sea una noche para estar en contacto con la naturaleza
5,18 octubre 2016,Interesante,"Un lugar muy interesante que hay que visitar para conocer las constumbres y la comida tipica del lugar.
el ascenso es un poco dificil pero no se puede perderla vista desde lo alto. Es algo maravilloso"
