rating,date,coment_title,coment_description
4,14 febrero 2017,Excelente Opcion para visitar en Peru.,"Generalmente, la mayoria de turistas como segunda opcion, escogen otros sitios de los tantos que tiene Peru, pero estar en el Lago con mas altitud en el mundo es una excelente opcion."
5,13 febrero 2017,La Fiesta de la Candelaria,"Era la primera vez que viajaba a Puno, nunca pensé que tan hermoso, alucinante y lleno de energía y misterio podía ser el Lago Titicaca.
Debo volver para poder pasearme en sus aguas. Me enamoré de esa hermosura."
3,12 febrero 2017,Encantador,El lago Titicaca tiene muchas idlas flotantes con gente amsble su comida mas bien no es tan buena te aconsejo comprar en la ciudad y llevarte a las islas . Tuene bonitos lugares para sacar fotos suerte.
5,6 febrero 2017,Extraordinario ,"Fuimos como parte del recorrido de nuestra luna de miel por Perú. Nos encontrarnos con los Uros que viven en sus islas flotantes. Ya sus costumbres se han perdido un poco. Pero aún sobreviven por el turismo. Tratan de mostrar a los turistas cómo eran sus costumbres, sin embargó gran parte de ellas han ido cambiando. La inmensidad del lago, sus aves y peces te dejan con la boca abierta, es asombrosos cómo se le saca provechoso en un 100% a las totoras. Su uso es parte vital de la vida en el lago. "
5,5 febrero 2017,Bonita sorpresa.,"El tour que compramos puede hacerse en medio día. Me sentí maravillada con la inmensidad del Lago Titicaca; al ser navegable, pudimos ver algunos barcos bastante grandes en la orilla. Aunque sabía que el tour incluía la visita a las Islas flotantes de los Uros, no imaginé como sería. Fue una hermosa sorpresa ver a los Uros con sus trajes típicos, los cuales son muy bonitos y coloridos. Al bajar de la embarcación, ellos nos recibieron muy amablemente, saludándonos en su lengua. Después nos explicaron la forma como se construyeron las islas flotantes, sus artesanías, los medios de transporte que ellos mismos elaboran, la forma en que obtienen lo necesarios para su su sustento, y hasta nos permitieron vestirnos como ellos. Fue una linda sorpresa."
4,3 febrero 2017,Belleza natural,El contraste de las aguas del lago con el cielo mientras se navega por sus aguas se convierte en un deleite para la vista.
4,3 febrero 2017,Impresiona sus dimensión y decepciona cierta dejadez y lo que nos cobran a los turistas por todo,"Hay actividades a realizar tanto desde Copacabana, como de Puno con variedad de calidades desde muy buenas a mediocres, por lo que hay que asegurarse de lo que queremos hacer según nuestros gustos. Lo mas interesante para mí fueron el mismo lago, de dimensiones impresionanates, ya que en determinados lugares te puede parecer que estas en la costa de algunos mares de otros países. También me gusto conocer las islas flotantes y la cutura de los Uros en la parte peruana, así como conocer los restos arquelogicos de la Isla del Sol y cruzarla entera a pie por la Ruta Sagrada de la Eternidad del Sol en la parte boliviana. Por lo demas las poblaciones alrededor me parecieron dejadas y sucias y creo que es una pena que no cuiden mas su entorno. Observe en los precios que nos cobraban por los pasajes de barco, por cruzar los pueblos, por todo, un claro abuso sobre los turistas."
4,2 febrero 2017,beautiful lake,"yo y mi familia pasear por lago todo el dia,beautiful beautiful,,mis niños entusiasmados gusta mucho ,i take many pics for show family in russia ,,excelente lugar bolivia,esposo quiere vivir aqui en BOLIVIA"
4,29 enero 2017,"El lago es increíble, pero es una pena lo sucio y contaminado que está","Siempre quise visitar el lago navegable más alto del mundo... y la visita en si fue muy bonita y para recordar... las islas flotantes muy impresionantes y Taquile es un espectáculo visual... pero el lago está muy contaminado, a las orillas de Puno parece un vertedero, con basura de todo tipo y un olor desagradable... una pena que no se cuide más siendo la maravilla que es..."
5,27 enero 2017,Visita esencial,Vale la pena gastar uno o dos dias en Puno y poder coger un barco y poder visitar el lago de más altura del mundo. Interesante poder ver las islas flotantes e incluso poder hospedarse en alguna de ellas.
4,22 enero 2017,Catamaran a Isla del Sol,Travesia interesante navegando por el lago navegable mas alto del mundo. Visita a la Isla del sol. Muy buen servicio de comida a bordo.
5,20 enero 2017,Majestuoso,Es increíble que la naturaleza permita un lugar así en el mundo. Que a esa altura haya un lago de esa amplitud y navegable.
5,20 enero 2017,Visita a Islas Uros,"Interesante viaje a conocer esta curiosa cultura. El tour permite conocer en detalle la forma de vida de los Uros, y compartir con ellos unos momentos. Son gente muy amable y sencilla. Venden artesanías a muy buen precio y hechas por ellos mismos."
4,15 enero 2017,El lago navegable mas alto del mundo.,"Es una buena experiencia navegar en las aguas del lago mas alto del mundo, es muy grande y pueden verse vistas interesantes de la ciudad. Un bonito paseo."
5,12 enero 2017,Espectacular ,"Tanto por Perú como por Bolivia, el lago no te dejará indiferente. De tamaño desproporcionado y de belleza extrema."
4,7 enero 2017,Hermoso,Hermoso lugar al que vale la pena venir. Se complica un poco navegar y tomar buenas fotos o apreciar el paisaje cuando hace frío. Las embarcaciones son bastante lentas por lo que los paseos que se planeen deben tener en cuenta eso para no causar retrasos. 
5,4 enero 2017,Naturaleza espectacular,"La votación de 5 pontos es devida al factor que hay una naturaleza especial, fuera del comum.
Los juegos de las nuvens con el color del agua es algo de único.
El lago es limpio y relajarte, ótima experiência una vez en la vida!"
5,2 enero 2017,Tiene que conocerlo,"Es un lago impresionante en tamaño y ademas por la altura y por su conformación, ademas de que proyecta paz y tranquilidad"
4,30 diciembre 2016,Impresionante,"pasear en lancha por el Lago mas alto del mundo es impresionante ,se ve inmenso .El viaje es tranquilo, las aguas se mueven poco no da miedo que pueda pasar un accidente"
4,28 diciembre 2016,Lago más alto,El lago por el lado peruano desde la ciudad de Puno tiene una vista muy bonita se puede tomar una lancha e ir a las islas de los Uros lo cual resulta interesante
5,28 diciembre 2016,Amé,"Lo más bonito de Puno.
El paisaje es increíble, respiras aire puro y puedes ver cómo el cielo se pierde con el agua."
3,28 diciembre 2016,No se dejen enganar chicos !,"tuve la oportunidad de visitar la isla flotante de los Uros y tengo q comunicarles que tengan mucho cuidado porque no en todas las islas flotantes viven los pobladores, es triste que nos mientan solo para hacer dinero almenos estoy segura que en las islas muy pequenas las personas no viven ahi, solo van por la manana dicen que viven pero al final del día regresan a la ciudad como si nada huviera pasado, cuando tomen este tour hagan muchas preguntas a su guia y vean el lugar con detenimiento. Pero las islas de Taquile y Amantani si los recomiendo."
5,27 diciembre 2016,paz y azul,"paso obligado!! inmensa laguna azul y una paz y tranquilidad por esos lugares, el punto negativo que las personas que viven por ahi pues no parecen vivir ahi realmente, es todo como un poco construido, pero solo por ver el paisaje vale realmente la pena, bellisimo lago, impresionantes su modo de transportarse, es todo una aventura ir, recomendado!!!"
4,26 diciembre 2016,Hermoso lago,"Una fuente de agua dulce a mas de 3800 msnm, bellos paisajes y una experiencia inolvidable, cultura viva y mucha historia.."
5,25 diciembre 2016,Indispensable!,"El paseo por el lago es una experiencia indispensable de todo visitante de Perú. Es el lago situado a mayor altitud, en él descubrimos las islas flotantes de los Uros quienes nos reciben en ellas con calidez, nos explican cómo construyen sus islas y ofrecen una artesanía hermosa.Después, subir por la isla de Taquile, comer un delicioso almuerzo preparado por los lugareños y disfrutar las espectaculares vistas del lago es una experiencia inolvidable."
5,21 diciembre 2016,"Paseo imperdible, el recorrido por el lago Titicaca es maravilloso","Ver y vivir como esa gente vive en las islas flotantes es maravilloso, estar ahi, escuchar su historia de como hacen ese lugar unico para vivir te deja sin palabras. IMPERDIBLE EXPERIENCIA"
5,19 diciembre 2016,Impresionante,"Bellísimo lago,a mis amigos y a mí nos encantó , los tours son buenos la comida muy rica y étnica .El estilo de vida de los habitantes es impresionante"
4,19 diciembre 2016,"Muy, pero Muy grande!!!","Fue una jornad de relax en el lago mas grande que he visto. El paisaje es sencillo, pero tiene ese no se que que esta mas alto que varios."
5,19 diciembre 2016,visita obligada,"contratamos un tour con navegación y alojamiento en las islas, fue una grata experiencia compartir con los pobladores de las islas, dado que no existen hoteles,"
5,19 diciembre 2016,isla de los uros,"Si bien hay tres islas que visitar en el lago, solo alcanzamos a ir a la isla de los uros,por que nos apunamos y perdimos en recuperarnos. Salen las lanchas desde el puerto y el precio es muy barato, al llegar a la isla te reciben los lugarañeros, te explican como se formar las islas (flotantes) que ellos mismos construyen, y te muestran sus casas, costumbres, ademas de tener un mercadito para comprar recuerdos (muy muy caros).. luego puedes subir a una de las lanchas típicas que son fabricas con totora y te llevan al a isla principal donde sevpuede almorzar, ademas por un sol te timbran tu pasaporte para registar tu vivista al lago mas alto del mundo"
5,18 diciembre 2016,Un paraíso a más de 3.000 sobre el nivel del mar,"El mayor lago navegable del mundo a más de 3.000m. es un ejemplo de adaptación de la cultura Inca a un entorno privilegiado del que obtenía excelentes cosechas y en el que se mantenía en un envidiable equilibrio ecológico con la Pachamama (Madre Tierra).Más de 90 Islas flotantes (pueblo URO) o la isla de Taquile con una comunidad socialmente avanzada y en donde el trabajo colectivo contribuye a crear un entorno pacífico y vital, sostenible y respetuoso con el medio ambiente."
5,13 diciembre 2016,Hermoso,"Me encanta, te recarga de energía, se lleva todas las cosas pesadas y preocupaciones que uno carga. Lo están limpiando y tratando, se ve hermoso. El lago mayor es una maravilla, me encanta!"
5,11 diciembre 2016,Imposible no visitar!,"Es el lugar más increíble de la estadía en Puno, un sitio único el cual no debe pasar por desapercibido. Es mucho más que magia, cultura, admiración y paisaje.
Qué gran lugar comparten los peruanos!"
5,10 diciembre 2016,Maravilloso!!!,"Inmenso mar de agua cristalina que permite ver como nos alejamos de la ciudad de Puno, luego recorrer las islas flotantes de los Uros y mas tarde llegar a Tarquile"
4,6 diciembre 2016,Sensación de estar en otro planeta,"Afortunadamente nos quedamos hasta el atardecer, noche de luna llena, fue un espectáculo. Hay que evitar ofertas o confianza con los nativos ya que te quieren vender hasta el lago."
4,1 diciembre 2016,Lago de agua dulce mas alto del mundo,"LA inmensidad de este lago es contrastada por el reflejo del cielo azul profundo del altiplano, merece sin duda navegar y disfrutar de esta maravilla paisajistica"
5,21 noviembre 2016,Extraordinario,"Para los amantes del agua y de la naturaleza es visita obligada.
Lo recomiendo. Me quedé durante una semana. Es un lugar bello, hermoso, único. Valió la pena."
5,21 noviembre 2016,Espectacular ,"La visita del hotel directamente al lago Titicaca, es un bello lugar imposible no disfrutarlo si estás en Puno. Cuando sale y se oculta el sol es una hermosa vista. Impresionante"
5,21 noviembre 2016,Me enamore !!,"Creo que si eres peruano debes conocer el lago Titicaca es simplemente hermoso, el color del agua, las montañas, las nubes todo es perfecto, navegas conociendo las islas súper relajarte !!!"
5,21 noviembre 2016,El mejor lugar del mundo!,"Gracias a Dios lo conoci a mis 22 años, y es mas de lo que soñe :) Gracias por todo Inka Tours. Conoci Islas Uros y Taquile :)"
5,20 noviembre 2016,Impresionante!!!,"Nunca pensé estar tan maravillada con el Lago Titicaca, lo que se ve en fotos no es nada a comparación de estar ahí. Hice un paseo con kayak y luego en lancha y quedé boquiabierta. Es un lugar muy relajante y hermoso, más grande de lo que uno puede imaginar."
5,19 noviembre 2016,Único y majestuoso,"Pasear por el lago es una experiencia única y maravillosa, viajar sobre sus aguas me hizo recordar aquellas clases en el colegio en el que me explicaban con imágenes como es el lago. Fue maravilloso al fin viajar por sus aguas."
5,17 noviembre 2016,Recomendado 100%,"Por poco me lo pierdo porque no teníamos suficiente tiempo. Desde Cusco puedes optar por el tour de uno o dos días, nosotros elegimos la opción de un solo día, en la que visitas las islas de los Uros y Taquile. Salimos desde Cusco en un tour que nos costó 180 soles por persona e incluía el transporte ida y vuelta Cusco - Puno en un bus bastante cómodo en la empresa de transporte Transzela, almuerzo en Taquile, guía y el transporte en bote el lago. Salimos de Cusco a las 10 PM y llegamos a Puno a las 5 AM. En la terminal de transporte nos recibieron de la agencia encargada del tour y nos llevaron hacia el puerto donde abordas un bote que te lleva a visitar las islas de los Uros y luego la isla de Taquile. El paisaje es hermoso y la experiencia realmente vale la pena. El mismo día en la noche retornamos a Cusco, fue bastante extenuante pero valió la pena."
5,14 noviembre 2016,hermoso y unico,"es ineludible visitarlo, pasear en lanchas y conocer sus habitantes, como viven y costumbres, intenso trafico portuario"
5,14 noviembre 2016,Cuesta asimilar la experiencia,"Estamos a 3812 mts de altura, donde el esfuerzo requerido para movilizarse es mayor para quienes habitamos tierras mas llanas. 8300 kmts cuadrados, 190 kmts de largo por unos 70 kmts de ancho y en algunos lugares mas de 250 mts de profundidad. Majestuosa vista del espejo de agua circundado por montañas. Agua transparente. infinidad de embarcaciones de pasajeros amarradas en el puerto de Puno, a poca distancia del centro, y las preparadas para salir en la mañana que ofrecen una excursión a las islas flotantes de los Uros y a otra llamadaTaquile. La primera parte, la de la visita a uno de los asentamientos de la etnia urú, nos introduce en su historia y modo de ""construir sus islas flotantes"" mediante la explicación del guía en principio, y la del jefe de la misma después. Nos invitan a ver el interior de sus albergues, y previo pago, después, a dar un paseo entre los totorales en una embarcación reconstruida como las primitivas. Al final ofrecen sus manualidades. De allí, luego en alrededor de una hora de navegación, se arriba a la Isla Taquile, un lugar rocoso que se recorre de a pié por senderos de material liso, de mediana complejidad en cuanto a las pendientes a remontar (las excursiones proponen un trecho empinado que se puede soslayar). Es un lugar que parece detenido en el tiempo, el entorno, montaña, lago, es de una infinita belleza. En cuanto a la importancia del lugar, basta con recordar que desde el año 2005, el arte textil de la misma fue declarado “Obra maestra del patrimonio oral e intangible de la humanidad” por la Unesco. Esto debido a que las prendas que utilizan las personas suelen conservar rasgos precolombinos tanto en su calidad, diseño y simbología. Nos ofrecieron (incluido en el precio salvo la bebida) un almuerzo autóctono con menú fijo (hay alguna variante) en base a pescado del lago. A tener en cuenta: existen dos alternativas de tiempo de la recorrida, en lancha rápida o en común. La primera dicen que dura dos horas menos, pero lo que he notado es que sale mas temprano. Otra: sobre que isla flotante se vá a visitar, depende del operador, no hay una única opción. Por último, la posibilidad de contratar el paseo en el hotel baja la probabilidad de sorpresas desagradables en la prestación requerida. En nuestro caso, contratamos en Tierra Viva Hotel y nos tocó un guíaa de lujo: Eliseo."
5,11 noviembre 2016,Imperdible,"Vistas panorámicas impactantes, la cultura y tradiciones de sus pobladores, el color y transparencia de sus aguas, todo suma para que esta visita sea un clásico obligado en Sudamérica."
5,10 noviembre 2016,Que bello lago,"Una preciosidad de lago, que bello es este lago realmente, lo disfrute con mi pareja, tomamos una excursión con Inca Lake, que valió la pena por muchas razones:
El lago, el guía, la comida en Tequila, muy hermoso todo, lo recmiendo!"
5,10 noviembre 2016,Gran Lago,Uno de los lagos más grandes del mundo y el navegable más alto del mundo. Vale mucho la pena navegar en él y visitar las ilsas. El lado peruano es MUCHO mejor que el boliviano.
4,9 noviembre 2016,Bella Vista,"Conociendo Puno, y el Lago Titicaca, es muy lindo, solo que le falta mas cuidado en su entorno, limpieza, las islas son otra cosa, pero el pueblo de puno debe tener mas preocupación sobre el cuidado del lago"
5,8 noviembre 2016,hermoso,"nos llevaron en un barquito navegando por el Lago Titicaca, es espectacular lo grande que es, conocimos las islas flotantes de totora LOs Uros"
5,3 noviembre 2016,relajación 100%,"Este es un lugar que vale la pena conocer en la vida y hacerlo bien, disfrutando cada lugar y las diferentes islas como los Uros y Taquille que se hacen en un día, la isla Suasi, Amantani,las islas del sol y la luna en el lado boliviano, etc... relax asegurado."
5,3 noviembre 2016,Majestuoso,"La verdad que la magnitud del lago te deja sin aliento, más parece que miras un mar, sin duda alguna la mejor vista que he tenido hasta el momento."
4,3 noviembre 2016,Lago Normal,"El lago no es especial en sí, las Islas de los Uros son lo más especial de aquí, hay que verlas y estar ahí si se tiene el tiempo, el tour es extremadamente barato además, así que el tiempo es lo único que podría limitar tu visita, los Mercedes Benz (cómo llaman los locales a sus embarcaciones) son realmente lindas. "
5,3 noviembre 2016,Lago sagrado,"El lago mas impresionante del Peru, conocer la flora y fauna de este lugar único en el mundo con especies y paisajes de ensueños. aprovecha para visitar tambien sus islas."
5,2 noviembre 2016,maravilloso,El lago en realidad es impresionante nunca pensé que seria tan grande me quede realmente maravillada.
5,2 noviembre 2016,Isla Uros,"Excelente recibimiento, agradable y ameno, aparte la explicación de como conforman la islas flotantes es increíble."
5,2 noviembre 2016,Hermosa vivencia!,"Conocer la forma de vida de los pobladores es muy interesante y conmovedor. El lago es hermoso y la Isla Tambien,."
5,1 noviembre 2016,Experiencia inolvidable,"Es una experiencia inolvidable. Uno de los mayores atractivos de la ciudad. La primera parada obligada es la isla de los Uros, conocer el estilo de vida de sus habitantes es enriquecedor. Otra parada obligada es la isla de Taquile, donde además de conocer las costumbres de sus habitantes puedes deleitarte con diversas vistas del lago que te dejan sin aliento."
5,31 octubre 2016,Impresionante la inmensidad del lago,"Es un lago inmenso, una vez que se sale del puerto hay momentos al navegar que casi no se ve la costa, su color azulado es hermoso"
5,28 octubre 2016,Hermoso e imponente,Recomiendo hacer el recorrido en lancha rápida para aprovechar el tiempo en las islas. Las vistas y paisajes son alucinantes.
3,26 octubre 2016,Colores,Un lago en el cielo.. Lago binacional. Y muy bello la navegación a la isla flotante de Uros es corta y se aprovecha mucho el corto tiempo
5,22 octubre 2016,Impresionante,"El lago Titicaca (significa puma gris) es un ícono de la cultura Inca , pues es su creencia que de aqui salieron los fundadores de su casta .Imposible no conocerlo"
5,21 octubre 2016,Lago Titicaca un lugar maravilloso,"El lago Titicaca es un lugar maravilloso y tuve la suerte de tener un clima soleado cuando visite este maravilloso lugar, se encuentra aprox. 10 minutos de la plaza de armas. Se pueden realizar varias actividades: paseo en botes que dura unos 25 minutos con un precio de 6 soles, se puede visitar el museo de sitio también visitar la isla de uros que su precio es de s/.10.00 por persona. El clima es muy variado cuando visite el lago estaba soleando fuertemente y al momento de salir de Puno empezó a llover así que tienen que estar preparado para todo tipo de clima.Espero les sirva la info saludos"
5,20 octubre 2016,Lago Titicacac,"Un Lago azul inmenso, majestuoso
Me encanto la vista, muy relajante e infinita, Islas de diferentes tamaños.
Muy gratificante mi viaje."
5,19 octubre 2016,Bella experiencia,Desde que llegamos al puerto todo muy bien y muy lindo.... nos llevaron y nos explicaban que aves eran las que veíamos y por donde estabamos pasando..
4,19 octubre 2016,Conocer caracteristicas del Lago y las culturas que alberga,Una excursión en la que el relato de la significancia climatológicamente el lago en la región y para la gente que está cerca o vive en él y su historia. Esto es todo lo que le va explicando a uno el guía durante la travesía.
3,19 octubre 2016,Inmensidad,"El lago es inmenso, parece un mar. Recomiendo navegarloy visitar alguna de las islas. Con dos o tres horas esta bien, las excursiones que son de dia completo son una perdida de tiempo.Ademas de agua no hay nada mas."
4,18 octubre 2016,Bellisimo,"Lago inmenso, limpio, azul, con varias islas, del lado de Peru, destacable la de los Uros, Hay que adaptarse a la altura, pero hermoso panorama. Digno de conocerse"
5,18 octubre 2016,MARAVILLA DEL MUNDO,"Al sur de la capital del Perú esta esta bella ciudad de Puno en ella tenemos al Lago Titica, lugar al que e tenido la oportunidad de visitarlo en mas de una oportunidad, lo cual lo recomiendo a visitarlo, es bello apacible y que no se diga de las oportunidades de realizar turismo en las islas que se encuentran en todo este lugar entre ellos: los Uros, Taquile, etc. MARAVILLOSO."
5,15 octubre 2016,Majestuoso y energético ,"Estuve con un grupo de 110 personas como organizadora del viaje, pero imperdible el levantarme temprano y ver el amanecer del lago es energético y mágico."
5,13 octubre 2016,Sumergiéndome en el Lago sagrado de los Incas,Exhuberante belleza lacustre con leyendas y misteriosas criaturas encontradas por Jena Costeu (francés)
5,10 octubre 2016,Un paseo muy interesante! ,"Tomamos un tour de todo el día (7:00 am - 5:30 pm) que incluía las islas flotantes de Uros y Tequile. En Uros fue muy interesante conocer como es que hacen estas islas (no son naturales) y como la gente vive en ellas y es feliz.. Luego nos fuimos en la embarcación que ellos mismos construyen (su Mercedes Benz le llaman) a otra isla y posteriormente a Tequile donde almorzamos en una mesa comunitaria todos los que estábamos en el tour, luego caminamos hasta su plaza y finalmente caminamos hasta el muelle.. Lindos paisajes para tomar fotografías.. Es una experiencia diferente... Nos pareció increíble ver estas personas con sus tradiciones arraigadas con sus caras sonrientes siempre!"
5,10 octubre 2016,IMPRESIONANTE,"No solo por el tamaño, la vegetación, los habitantes, el Lago Titicaca impresiona por los atardeceres y amaneceres donde los colores son espectaculares. Hay aves, totorales, y el reflejo de las nubes en el agua lo hace magico."
5,9 octubre 2016,Impresionantemente lindo,"vale la pena llegar a este lugar tan recóndito del planeta , el lago es imponente durante el amanecer."
5,7 octubre 2016,"Es un ""must""","Solo el trayecto para llegar aquí ya es lindo, cuando se va acercando realmente quedas con la boca abierta! El jefe de la isla te explica como construyen sus islas.Venden artesanía, claro, más caro que en otros lugares pero algo hay que comprarles para ayudarlos.Llevamos chocolates para darle a los niños pero hay problemas de gordura, diabetes y caries, es mejor darles frutas"
4,6 octubre 2016,El lago transitable mas alto del mundo,"Estando en el lago tienes la sensación de estar en un mar u océano, fantásticas islas flotantes, isla de amantí y Taquile"
5,5 octubre 2016,Lago Magico,"Este Lago es Magico, cuando uno va siente toda la energía que salen de sus aguas, esta rodeado de misterio y misticismo, pude quedar impresionado, al ver la extension, del lago, ya que tambien pase a tiahuanaco en Bolivia, y el lago parecia seguirme por todo el camino, al ser un enigma,nos lleva a seguir conociendolo y comprender lo maravilloso que es, en una palabra no me cansaria de visitarlo muchas veces "
5,5 octubre 2016,Una Maravilla de Dios,Es el lago mas alto del mundo y cuando estas en sus orillas te sientes como en el mar la frescura de la brisa en tu rostro es increíble y saber que estas a mas de 3800msnm le da un toque de leyenda. definitivo que debes visitarlo.
5,4 octubre 2016,El lago más alto del mundo!,"Qué decir del Lago Titicaca? Pues es lo máximo! si te gusta disfrutar de la naturaleza, y quieres una tranquilidad única, se siente una paz completa cuando lo admiras...se los recomiendo!"
4,30 septiembre 2016,Bonito perooo,"Es muy chulo toda una experiencia navegar el lago navegable más alto del mundo!!! Y ver las costumbres etc
Pero esta tan turisteado que pierde la magia."
5,30 septiembre 2016,Peculiar,"Si vas de vacaciones a Perú, no puedes dejar pasar la ocasión de navegar por el Lago más alto del mundo.Puedes contratar la excursión en el puerto donde encontraréis muchas opciones: solo paseo, visitar las islas de los Uros e incluir también la isla Taquile. Nosotros tuvimos un día soleado de aguas tranquilas. No hay que olvidar llevarse el protector solar y agua. Merece la pena llegar a Puno sólo por el Lago"
5,28 septiembre 2016,Increíble ,Vale la pena recorrerlo. Ir a Uros y Taquile es casi paso obligado pero no se van a arrepentir! No vale la pena contratar excursión privada salvo que quieran un guía privado todo el tiempo con uds haciendo de chaperon ya que todos van juntos en la misma lancha. Si recomiendo la lancha rápida porque va a dar más tiempo para disfrutar en las islas. 
3,28 septiembre 2016,Un lago inmenso y relajante,"El lago titicaca es la atracción principal de Puno, esta cerquísima del centro de la ciudad y puede ser visitado todo los días del año. Puede irse por us cuenta o con un tour que les haga recorrer varias islas y demás. Personalmente prefiero viajar por mi cuenta por lo que salimos del puerto en un bote junto con turistas nacionales y personas locales con dirección a una isla (la isla a la que se va a visitar es al azar al parecer) en la cual te explican el proceso de construcción de la isla, te muestran su estilo de vida y te ofrecen manualidades a un precio un poco caro, pero debido a que no te cobran la entrada es su única fuente de ingreso (aparte del precio del bote que es un precio módico). De ahí te ofrece ir a mas islas, pero sinceramente lo que encuentras es prácticamente loi mismo que en la primera. Esto se puede hacer hasta el medio día y regresar con el mismo bote hasta Puno. De hacerse por un tour, estos toman todo el día."
4,28 septiembre 2016,grandaso,"el lago es enorme enorme , hice un recorrido y las paradas en las islas , me impresiono ver que todas flotaban fue todo muy mágico y tuve unas vistas geniales."
4,28 septiembre 2016,azul,"un hermoso lugar que jamas olvidare . lleno de magia y misticismo, las personas en todas las islas que estuvimos fueron muy amables todo el tiempo enseñándonos un poco de ellos ."
4,27 septiembre 2016,hermoso y con muchas aves para los observadores.,Me gusto mucho su hábitat junto a la cantidad de aves presentes y las comunidades que viven en y cercanas a este lago.
4,25 septiembre 2016,Inmenso,"El lago parece un mar. Desde la bahía de puno se parte hacer todas las excursiones que hay en el lado peruano. El lago es inmenso y nada mas salir de puno se adentra entre un mar de plantas de totoras. Nada mas atravesar el las plantas, el agua pasa de estar muy calma a tener oleaje. No mucho pero si uno no esta acostumbrado a navegar se puede llegar a marear. Una visita muy interesante. "
5,24 septiembre 2016,Vale la pena recorrerlo,"Conocimos el lago porque nuestro hotel estaba ubicado en sus orillas y la vista era hermosa. Luego al recorrerlo pudimos comprobar la transparencia del agua , los paisajes maravillosos que desde allí se avistan, en fin es un destino altamente recomendable."
5,23 septiembre 2016,El mejor acceso al Lago navegable más alto del mundo.,"Hermosas imágenes del Lago, cuya inmensidad llega a ser plena al viajar hacia la Isla de Tquile en lancha rápida. Hay muchas agencias que ofrecen tours para visitar las islas e incluso pernoctar en alguna de ellas. Visita obligada."
5,23 septiembre 2016,El Lago de aguas azules y cristalinas.,Hermosa experiencia recorrer apenas una pequeña parte de la gran extensión de este Lago y comprobar cuánta vida y misterio contiene
5,20 septiembre 2016,Una buena experiencia,Fuimos a ver las islas iros.luego fuimos a amantani donde nos quedamos adormir con una familia de allí viviendo como ellos. Fue una experiencia muy buena. Estando allí nos llevaron a conocer la isla y su forma de vida y aver el atardecer realmente bonito. Al día siguiente fuimos a taquile. Bonita isla también.
5,20 septiembre 2016,Hermoso,"Un lugar impresionante con una gran cultura y belleza natural, hay muchas cosas que hacer, se lo recomiendo"
5,14 septiembre 2016,Gran experiencia,"Lo recorrimos en un barco pequeño y el guía nos contó muchas historias y nos dio datos relevantes del lago, no te lo puedes perder si visitas Puno, vale mucho la pena."
5,14 septiembre 2016,Es una experiencia ùnica conocer este lago lleno de historia,Esta a 3.810metro sobre el nivel del mar y es muy importante para la zona que lo rodea y las civilizaciones que lo habitaron y aun lo habitan como las islas de los Uros hechas de totoras que flotan en el lago.Es algo maravilloso
5,13 septiembre 2016,Tranquilidad...,"Uno de los atractivos más relajentes, un clima seco, visitas las islas flotantes, necesitas de hoja de coca para la altura!!! Muy recomendado si eres curioso con los Uros (pobladores de las islas flotantes)."
5,11 septiembre 2016,IMPERDIBLE,visitamos el lago con amigos y fue una grandiosa experiencia. vale la pena el tiempo invertido. No olviden sus hojas de coca porque la altura surte efecto
5,11 septiembre 2016,El paseo en bote es sensacional,Es maravilloso conocer el lago Titicaca navegando a través de sus aguas y visitando las comunidades que viven en las islas flotantes.
4,9 septiembre 2016,pintoresco y peculiar,"El algo titicaca es inmenso, lo que te enseñan es un pequeño detalle. Visitarás la islas de lo Uros, un poblado indígena, que vive en islas de totóra. La verdad es que los Uros, disponen de placas solares, ordenador, telefono movil, centro de salud, centro médico, y si lo deseas, les puedes comprar algo de artesanía de la que ellos hacen. Saben como inducirte a que loes compres algo, ya que se van al lado sensible......lo quiero para comprar libros, este dinero es para ir al colegio, etc etc. Lo dico, son un pueblo indigena, pero conviviendo con la modernidad. Te ofrecerán una vuelta en su barca típica, y tu accederás, como buen turista, sin saber y sin que previamente te avisen, es que cuando te lleven a la orilla de en frente, te pediran 10 soles por barba. "
5,8 septiembre 2016,"Navegar a más de 3,800 msnm","Una experiencia excelente, ya que el bote que aborde es de marcha rápida y eso hizo que el viaje fuese más cómodo y me acogedor, al regreso del tour me fui en la parte de arriba para ir admirando tan espléndido paisaje."
4,8 septiembre 2016,Hermoso Lago,"El lago Titicaca ubicado en el Altiplano andino, a una altura de 3800 msnm. Lo comparten Bolivia y Perú. hermoso lugar para navegar por sus aguas tranquilas, si es que les toco un día sin viento como a nosotros."
5,7 septiembre 2016,Paseo Obligatorio,"Hay varias opciones de pasear en el lago, de pocas y varias horas, depende del tiempo que uno tenga disponible."
5,5 septiembre 2016,Impresionante lago a casi 4.000 metros de altura,Impresionante lago a casi 4.000 metros de altura. Es el mayor lago navegable del mundo. Tiene frontera con Bolivia. Vale la pena visitar las islas flotantes de Uros y la isla de Taquiles.
5,4 septiembre 2016,magnifico lugar,"Excelente lugar, ideal para pasar con familia/ amigos, aprender de la cultura de los lugareños en puno. Yo fui en enero y hacia bastante frio pero super recomendable y la gente es super calida y amorosa!"
5,31 agosto 2016,Lago Titicaca ,"Es un lugar hermoso! Puedes pasear en bote, alquilar kayaks o visitarlo desde el muelle. El alquiler del bote o de los kayaks tiene un costo. Es un lugar espectacular, súper tranquilo."
