rating,date,coment_title,coment_description
5,23 mayo 2016,Recomendable,"Excelente lugar para relajarse, una buena caminata, corre bastante aire arriba. Excelente lugar para sacar buenas fotos, lugar bastante agradable y limpio sobretodo. Se encuentran unas chulpas, la principal de la lagartija es bonita, una vista de la laguna hermosa."
5,22 mayo 2016,Un viaje al pasado megalítico,Merece la pena ir para ver las ruinas y el paisaje. Las ruinas son magíficas aunque es necesario ir con guía ya que no hay en el sitio arqueológico.Los pueblos que hay antes de llegar tienen una arquitectura característica y merece la pena verlos.Es necesaria una tarde para visitar el sitio.
5,19 mayo 2016,Mi primera visita me impacto,"Me gusta mucho este lugar, me quede maravillado y encontré una paz en mi interior que fue algo único, es muy lindo, les recomiendo que cuando suban la cumbre lleven agua consigo porque no venden nada dentro de esta área arqueológica."
4,18 mayo 2016,lugar sagrado de exepcional belleza,segun lo que relatan cuando uno lo visita un lugar sagrado de reposo luego de la vida mezcla de varias culturas precolombinas
5,18 mayo 2016,Visita mágica a las Chullpas de Sillustani,"Si vas para Puno y al lago Titicaca, NO TE PIERDAS ir tambien a un tour a Sillustani. Solo toma una tarde visitar este sitio mágico. Desde Puno se demora media hora y basta un par de horas para conocer este maravilloso lugar.Las Chullpas son construcciones de piedra en forma de cilindro con una cúpula, y que sirvieron como tumbas de los antiguos Collas (de ahí el nombre de Collasuyo), se encuentran en lo alto de un monte, y se ven ESPECTACULARES si vas por la tarde y les cae el sol del atardecer. Por lo menos el día que fuimos estuvo nuboso y con algo de lluvia, pero el sol se apareció por momentos y fue TODO UN ESPECTÁCULO MÍSTICO. No solo eso, como Sillustani es una peninsula del lago Umayo, al subir en la cima para apreciar las Chullpas en directo, tienes una VISTA IMPRESIONANTE del lago, que le da solemnidad y paz. Ahí te das cuenta el por qué escogieron ese lugar para enterrar a sus muertos.TIP: Es mejor ir con guía para que te explique el origen y la forma de construcción de las Chullpas, ya que hay de la época pre-inca y de la época inca. Fuimos en Noviembre y hubo mucho viento y llovió un poco, asi que si van en epoca de lluvia no olviden sus ponchos plásticos (NO sirven los paraguas porque el viento se los lleva). ¡No dejen de visitarlo! Yo casi me lo pierdo porque nos fuimos de escapada un fin de semana (dos noches) a Puno."
5,17 mayo 2016,Excelente ,"Ecoturismo a un nivel muy bueno, las habitaciones eran rústicas peroAcogedoras, sobre todo las familias que reciben a los turistas son muy amablesY humildes muy buena opción para disfrutar de la naturaleza sin necesidad de la tecnología lo único que deben mejorar son los colchones después todo excelente "
4,14 mayo 2016,Hermoso,"Increíble la construcción de las tumbas y como las cuidando con el tiempo. Es un Tour de medio dia y se debe llevar abrigo. En la ruta hay una parada a las casas de campo y la comida que dan a probar es muy rica, el queso es espectacular"
5,13 mayo 2016,lugar magico,el lugar te ofrece mas d e 10 tonalidades de colores es un luigar magico la llegada es fascil con muchas agencias de viaje en la ciudad de puno yo hice con paha expedition del pacha group el cual me salio en 30 soles todo incluido y cumplieron en todo
5,8 mayo 2016,Mágico lugar,Paseo muy interesante a pocos minutos de Puno. Impresionantes chulpas (tumbas) preincas ubicadas sobre la cima de una colina con impresionante vista hacia la laguna.
5,6 mayo 2016,Mágico ,"Lugar de ensueño, mágico, nos muestra la creencia de pueblos milenarios a través de construcciones en piedra, rodeados de un paisaje sacado tan solo de la imaginación. El cansancio por la caminata vale la pena."
4,1 mayo 2016,Magico y Bello,La caminata es sencilla y la vista espectacular al lago. Su historia es mística volveria ir ademas de unas buenas fotos para portada.
5,30 abril 2016,Magico,"Es increible ver la belleza del lago , mas las chullpas , realmente el lugar es magico , vale la pena conocerlo"
5,27 abril 2016,Reserva Sillustani,"Viajamos con la agencia Kontiki tours y conocimos las famosas Chullpas de Sillustani, que son gigantescos monumentos funerarios construidos por los Collas, tambien pudimos ver a las distancia una reserva de vicuñas."
5,26 abril 2016,Historico,"Se trata de un cementerio de la nobleza, es súper imponente ver cómo se preocupaban por enterrar a sus nobles en el
Lugar más bonito que pudieran, el lugar de por sí es bellísimo."
4,25 abril 2016,Bello entorno muy interesante.,"Otra vez gratamente sorprendida por un lugar que esperaba fuera una ruina mas de las que ya tenemos en nuestro territorio.Esta vez llegamos a algo totalmente diferente las famosas chulpas de Sillustani pero que mas alla de lo qye representan, el paisaje es bello;Hay un lago con una Isla que es una meseta justo nos toco lluvia y hasta nos regalo un arco iris la naturaleza, la meseta la tome con mi camara !hay mas fotitos lindas pero por aca solo alcanzan 10.La llegada a este lugar es tambien muy bello, un lindo Boulebar donde venden artesanias del lugar y algunos snacks y bebidas para el camino.Antes de llegar en el trayecto hay unas casas muy bellas adornadas con toritos y otras imagenes, (creencias de la zona) pero paramos en una de ellas y nos regalaron unas deliciosas tortillitas fritas muy ricas habia productos de la region y algunas artesanias!Realmente recomendable !!!"
4,25 abril 2016,Hermoso lugar,"Bien conservado, limpio y ordenado. El paisaje es espectacular y los restos arqueológicos impresionantes."
5,22 abril 2016,En la ruta de los cementerios del pasado,"Después de las islas de Los Uros, Amantaní y Taquile, las Chullpas de Sillustani o los Torreones de Sillustani son una atracción que uno no puede dejar de visitar, es casi una parada obligatoria y sólo toma medio día. Las agencias de viaje ofrecen el circuito por la tarde.Es un lugar idóneo para quienes desean embarcarse y conocer más sobre las creencias de época preinca e inca, además de tener vistas panorámicas de la laguna de Umayo, al costado del sitio arqueológico."
5,21 abril 2016,Paisaje impresionante,"Los restos arqueológicos impresionan al visitante desde la llegada, el complemento perfecto es la laguna de Umayo, un lugar muy recomendable para todo visitante."
5,21 abril 2016,Otro espectaculo de la cultura e historia Andina,"Otra maravilla de la cultura e historia Andina, Sillutani se encuentran en un maravilloso lugar y ruinas dignas de ver por la espectacularidad de su tamaño y situadas en una pequeña península, es un tour de una tarde muy agradable y que no se puede perder de ver si vas a Puno"
4,18 abril 2016,Una vista maravillosa ,"Después de recorrer las tumbas y disfrutar las vistas durante su ascenso., quedé maravillado al disfrutar la inesperada y maravillosa visión de la laguna visible desde lo más alto. ...sorprendente"
4,10 abril 2016,Impresionante,"Fuera de la mala experiencia del tour que contratamos en Puno , este lugar a mi familia y a mi nos encanto es muy bello y se respira una tranquilidad magnifica ."
5,9 abril 2016,Lugar hermoso e inimaginable,"Fuimos a visitarlo contratando un taxi desde Juliaca (nos costó 70 soles incluyendo la espera) y quedamos muy contentos ya que las edificaciones son impresionantes y están ubicadas entre dos lagos hermosos.Llegas hasta el ingreso al monumento y luego de pagar 10 soles ingresas a una aalameda que es donde se inicia la subida. Luego de caminar unas dos cuadras (en donde venden artesanias y bebidas) llegas al pie de un pequeño cerro encima del cual se encuentran las chullpas (los pequeños torreones). El camino está señalizado así que solo te queda ir caminando según tu propio ritmo. En la parte superior hay chullpas en diferente estado de conservación pero también se disfruta de una hermosa vista de las lagunas, simplemente espectaculares.Sería excelente si ofrecieran paseos en bote, ojalá se animen.El día que hicimos la visita no hubo lluvia, por lo que la subida y bajada del cerro fue cómoda dentro de lo que significa caminar en la altura. Sugiero que cuiden bien ir con buen clima ya que con lluvia debe ser dificil la caminata,"
5,6 abril 2016,Hermosa caminata y vista,El tour lo hicimos saliendo del aeropuerto y dirigiendonos hacia la ciudad de Puno. El paisaje con la vista hacia la laguna Umayo es maravilloso. Las chullpas estan restauradas y conservadas y los guías saben explicarte bien.
5,4 abril 2016,excelentes contrucciones preincas e incas,maravilloso y mistico lugar de ensueño ideal para el contacto con nuestro antepasados y su riqueza historica
4,4 abril 2016,Tour bonito,Me gusto ir hasta sullustani aunque el clima no estaba tan bueno pero si estuvo agradable y cansadoo.
4,3 abril 2016,Lindo atardecer,"Lindo lugar, buena forma de pasar la tarde, espléndido atardecer, caminata ligera. Fuimos con amigos con dificultades para caminar, y lo hicimos lento y muy tranquilos. No hay muy buena señalización o información en otros idiomas, si uno va por su cuenta, no hay forma de enterarse de mucho."
4,2 abril 2016,Bonito lugar,Si están en Puno no dejen de tomar el tour a Sillustani que se encuentra a unos 45 minutos de Puno. El paisaje es increíble!
4,2 abril 2016,Geografía interesante,"Me gustó mucho la descripción de las chullpas, ubicadas en la rivera de un lago muy bonito, y lo mejor fue la isla con forma de meseta al centro del otro lago."
5,31 marzo 2016,Excelentes paisajes,"Caminata de 2 a 3 horas al lado de espectaculares paisajes naturales.
Hay dos caminos, escaleras y un camino de tierra afirmada. Recomendable subir por el segundo mencionado."
5,27 marzo 2016,Imperdible Sillustani,El tour dura 3 y 1/2 horas...yo lo contraté en el hotel el mismo día y fue muy bueno. S/. 40 por persona... Hay que caminar regular.... pero vale la pena...
5,27 marzo 2016,Espectacular,Un lugar muy bonito a unos 45 minutos de Puno. Hay que ir preparados con mucha agua ya que si hay sol la van a necesitar. Los restos arqueológicos son espectaculares y el lugar tiene muy buenas vistas. Vayan preparados para caminar ya que del estacionamiento a las ruinas hay un recorrido importante. 
5,24 marzo 2016,Magico,"Viaje de 30 minutos, luego empieza la caminata por las chullpasEste lugar tiene mucha energia. Y si con las chullpas te quedas extasiado, tienes que ver el cerro del Lago Umayo, parece una pista de aterrizaje por lo plano que es.Magnifico y magico lugar"
5,21 marzo 2016,Las Chullpas de Sillustani,"Un encantador lugar con gran infraestructura turistica, realmente me sorprendio lo ordenado que esta el lugar, ya que hace años solo era un pequeño sendero para llegar."
5,20 marzo 2016,Tienes que ir,"En tu visita a Puno no debe faltar el tour a Sillustani.
Hay agencias que tienen tours en la mañana y tarde, es de 3~4 horas.
El lugar es simplemente ASOMBROSO y los paisajes son hermosos."
5,16 marzo 2016,Excelente vista y cultural,"Sensacion de paz y cultura, las chulpas son impresionantes, es al aire libre y es un paseo de 2 horas aprox"
5,15 marzo 2016,Linda vista,"Caminata como de 2 horas por la isla, apreciando paisajes hermosos del lago Titicaca. La altura puede afectar en la caminata, por lo que se recomienda ir a paso lento y hacer pausas."
4,15 marzo 2016,El viaje merece la pena!!!!,"Sitio con mucho encanto, con paz y serenidad. Es muy atractivo porque es diferente. Tenía miedo por la altura, pero los días en Puno resultaron eficaces. El sendero para llegar a las chulpas es muy cómodo, no así la bajada, escalones irregulares. La isla que está en medio del lago es extraña, pero con mucho misterio, no se puede visitar. El viaje de ida y vuelta nos resultó muy bonito pues paramos en un mercado y la gente súper simpática. También recalamos en una chacra en donde criaban cuis. Nos invitaron a unas papas que su cáscara era una especie de arcilla blanca (el restaurante Mugaritz las tenía de aperitivo, muy parecidas). En resumidas cuentas una excursión muy didáctica y atractiva."
5,14 marzo 2016,Paisajes y restos arqueológicos alucinantes,"Este es uno de los lugares más hermosos de Puno, se pueden ver las chullpas, y quedarse maravillado de su arquitectura y monumentalidad (realmente son enormes), además de los paisajes que uno puede ver del lago."
5,11 marzo 2016,Simplemente hermoso,"Estuve hace unos días en Puno, en mi segunda visita. Esta vez decididamente tenía que conocer Sillustani, busqué información, vi fotos; pero nada se compara a estar alli, las chullpas son impresionantes, y el paisaje increible! El lago umayo y la isla Intimoqo hacen de esta visita toda una experiencia que sin duda vale la pena!"
4,10 marzo 2016,Vista genial de una laguna,"Es otro tour que debe realizarse, después de la caminada encuentras una vista preciosa del lago, totalmente relajante."
5,9 marzo 2016,Lindos paisajes,"Tiene caminata, paisajes naturales y vistas muy hermosas. Deben ir preparados para el mal de altura con caramelos, abrigo, etc."
5,7 marzo 2016,Impresionante,"Las chullpas solo las había visto a través de los dibujos de los libros, pero estar ahí en medio de la historia es completamente otra cosa, la vista es magnifica, se encuentra al lado del Lago Umayo (si mal no recuerdo) las chullpas son gigantes!!!.. dentro de ellas encontraron algunas momias que se encuentran en el museo de Carlos Dreyer, recomendable su visita."
5,6 marzo 2016,Encantada ,Hace mucho tiempo no quedaba marivillada con un lugar. Es un pueblo pequeño pero super ordenado y limpio. Se nota que las autoridades han realizado obras. El paisaje es sin igual como de película y las chullpas tb. La arquiectura de los Incas es sin igual
5,3 marzo 2016,Bello y Sorprendente,"Cuando llegues a la cima, no creerás la vista q tienes. Es bello y súper relajante :) me gusto mucho haber visto el atardecer en este punto."
3,28 febrero 2016,interesante,"una buena opción para visitar un sitio arqueológico interesante, tal vez los guías no cuentan con excelente información pero logran atraer la atención del viajante."
4,28 febrero 2016,Paseo histórico rodeado de gran belleza,"Sillustani es un antiguo cementerio pre inca que hay que visitar para conocer las Chullpas, las momias que aunque estàn en un museo en Puno, te explican en el tour como era el proceso de momificación. Hay que trepar un poco, pero bien vale la pena porque en la cima la vista a un lago es preciosa. Puedes encontrar artesanias y sevi ios bàsicos."
4,26 febrero 2016,Vista Increible,"Una de las mejores vistas, el lago que rodea este santuario es un lugar con una biosfera impresionante."
5,26 febrero 2016,Lindo lugar,"Lindo lugar para conocer un poco más de la historia de Puno, con una vista preciosa. Saliendo encuentras algunas artesanías"
5,26 febrero 2016,muy agradable,aunque deberían dar un mantenimiento esta todo abandonado da una tristeza realmente que este tan abandona
5,24 febrero 2016,increible vista,"si vas a Puno debes hacer este city tour, es realmente hermoso, un punto negativo es que hay poca seguridad. Las postales son hermosas en el lugar."
5,18 febrero 2016,Impresionante!!!,"Que hermoso lugar al llegar a la cima, esta muy bien realizada la caminata, te puede faltar aire pero el paisaje en la cima es verdaderamente espectacular!!!"
5,17 febrero 2016,Vista majestuosa,"Es un punto obligado a los viajeros de Puno, ya que la vista es impresionante y las fotos quedan muy bonitas, aún sin una cámara costosa."
5,16 febrero 2016,Paseo,"Se encuentra en una zona alejada de la ciudad, donde se aprecia un hermoso pareje con su belleza de las chullpas y la laguna que lo rodea, un buen sitio para estar con uno mismo......"
2,15 febrero 2016,Chullpas de Sillustani,"Las Chullpas de sillustani construidas como torreones circulares de piedras, donde se enterraba a las autoridades del pueblo del Collao. Este conjunto arqueológico, emplazado a orillas del lago Umayo, está formado por casi 90 chullpas o ayawasis (casas de los muertos) construidas con grandes bloques tallados de piedra volcánica extraída de dos canteras cercanas.Se encuentran situadas en lo alto de una suave colina que domina la laguna de Umayo. Al parecer aquí se enterraron nobles, gobernantes o sacerdotes que luego eran reverenciados, por eso su sitio preferencial."
5,14 febrero 2016,Maravilla de paisaje,"A casi media hora de la ciudad en taxi, el recorrido intermedio no tiene mayor relevancia. Áreas verdes y un poco desolado. Pero ya al llegar a la entrada de este complejo es impresionante. Muy bien cuidado y los lugareños venden sus artesanías bien logradas. Ellos esperan por el paso de todo el camino para que te acerques y consultes. No son abusivos con los precios. Cuestan lo que valen. Las estructuras allá en la altura son verdaderamente impresionantes. Ni imaginártelos por fotos. Hay seguridad turística regular. Se puede dejar las cosas en la entrada, no nos cobraron por aquel servicio. Aprovechen que aquí se obtienen muy buenas fotos."
4,14 febrero 2016,Tumbas Incas,"Este lugar es impresionante a solo 15 minutos de Juliaca esta camino a Puno, es una clara muestra de como los Incas consideraban que habia otra vida y este cementerio es el mas claro, si compran artesania en el sector siempre pidan rebaja ya que los precios son muy altos a consideracion de Puno y Juliaca"
5,13 febrero 2016,Excelente Complejo Arqueológico,"Lindo sitio y bien cuidado, impresionante las estructuras Incas, la gente muy amable y paisajes maravillosos"
5,13 febrero 2016,"fascinante, hace 3 años se inauguró su recorrido","cerca de la ciudad 25¨min ,el paisaje de camino bonito,el ingreso tien un costo,varia si es nacional o internacional,10 soles adulto y si es estudiante con carnet 5 soles...un regalo para disfrutar de este lugar fascinante,acceso demarcado,señalética,guardia que protege las ruinas y muchos artesanos con bellezas hechas por ellos a precios muy módicos comparados con Uros y la ciudad.regreso."
5,12 febrero 2016,Increible !,"Sagrado lugar especialmente si una va a las Chulpas, paz y vistas preciosas. El pueblo y el paseo de artesanias muy lindo tambien.
No perderselo !!"
5,11 febrero 2016,Un paisaje espectacular,"Obligada visita a este Complejo de las Chullpas, flanqueados por 2 lagos y coronando una meseta que provee de una imagen impresionante en cualquiera de los puntos cardinales. Simplemente bello"
5,10 febrero 2016,paseo,"fuimos en un tour de unas horas y el lugar super lindo, el paisaje precioso y las fotos que tomamos quedaron bien bonitas. está lleno de historia vale la pena ir con alguien que te explique"
4,9 febrero 2016,buen paseo para el recién llegado,podemos ver las Chulpas y una magnífica vista del Titicaca. Una caminata de unos 20 minutos no complicada. si vas en la tarde sale mas barato.
3,6 febrero 2016,lindo lugar!!,justo el dia que fuimos a conocer Sillustani esta re lindo pero en la mitad de la excurcion se largo a llover y hasta granizó.-
5,6 febrero 2016,Muy interesante,El paisaje es espectacular y las personas de la comunidad cuida su patrimonio cultural. Las señalizaciones y reseñas deberían mejorar. Es indispensable visitarlo
5,6 febrero 2016,Buen trekking,"El lugar es super bonito, si vas solo puedes sentarte cerca de las chulpas mirando el cielo y el lago que se encuentra frente tuyo, es un lugar demasiado pacífico."
5,3 febrero 2016,Un paisaje espectacular,"Las chullpas de Sillustani y la laguna de Umayo nos brindan un hermoso paisaje que mezcla naturaleza y arqueología, puedes obtener hermosas tomas fotográficas para luego sentarte a contemplar la belleza del lugar. En el centro de Puno, consigues varias agencias que brindan el servicio de traslado y guiado por 30 soles, y usualmente salen a las 2 pm de la plaza de armas o te recogen del hotel. La estadía en Sillustani es de una hora y media por lo que no da mucho tiempo para visitar todo el lugar y solo muestran los lugares más importantes. Si tienen la oportunidad de ir con transporte privado no duden en recorrer todo el sitio."
5,2 febrero 2016,Una visita Obligada en puno,"Las Chulpas de sillustani quedan a 45 minutos e autobus de Puno.la mejor forma de ir es contratando un Tour en una de las agencias de Puno; podrias contratar un taxi para que te lleve o te traiga pero resultará más costoso; la opcion de alquilar un coche ne Puno no es practica ni económica; ademas en general en peru y en especial en Puno el trafico es algo caótico y para cualquiera que no este acostumbrado puede ser muy facil tener un accidente y dañar cualquier paseo. Transporte desde Puno ida y vuelta, entrada y guyia cuesta S/50.Adicionalmente, las explicaciones que se reciben de un guia sobre la hsitoria del lugar forman parte importante de la visita.El tour toma entre 3 y 4 horas y lo mejor es hacerlo en la tarde, luego de visitar las Islas de los uros en la mañana.Veras un ejemplo de las Tumbas Incaicas en un hermoso entorno en donde tiened por un lado un humedal con garzas y flamingos y por otro lado la hermosisima vista del lago Umayo, ideal para unas expelndiads fotos.Alli mismo encuentras puestos de ventas de artesanias a nuenos precios, pero siempre es posible regatear un poco, es más, lo aconsejo para alcanzar el rpecio justo de las cosas.En epoca de verano, luego de las 4 PM normalmente empieza a hacer bastante frio y viento, por lo que es aconsejable llevar abrigo, sinembargo si hace undia soleado, el sol es muy picante y a lo emjor no estes comodo con un saco o una chaqueta."
4,2 febrero 2016,Bonito lugar,"La visita a sillustani fue corta pero quedara siempre presente en mis recuerdos, logramos conseguir un par de bicicletas y dar un vistazo cerca a la laguna."
5,1 febrero 2016,Visita impactante,Por dos veces estuve allí....la energía que se siente es magnífica...eso sí...se debe tener paciencia y buen físico para lograr la cuesta...de la cima también se ven al otro lado lagunas preciosas...!
5,1 febrero 2016,Agradable y tranquilo,"La vista y los restos de la construcciones son maravillosas, el acceso es trankilo no requere de mucho esfuerzo la movilidad te deja cerca del complejo arqueologico. recomendable llevar ropa abrigadora si vas por la tarde."
5,31 enero 2016,Muy buenas tomas,"Es un sitio en el que el paisaje es el protagonista. Las panorámicas que que observan son increíbles. Uno realiza caminatas en contacto con la naturaleza, con la tranquilidad que transmite el lago y su entorno. Si van en tour van a quedar cortas las horas que dura, es para quedarse contemplando la inmensidad del lugar. Imperdible."
5,27 enero 2016,Paisaje impresionante,"El paisaje es maravilloso, al igual que los restos arqueologicos que ahi se encuentran. Si vas a Puno, debes ir a Sillustani, te quedaras impresionado con la vista del lago, sacaras unas excelentes fotos y la conexion con la naturaleza es fascinante. Me quedaron cortas las 2 horas que dura el tour. Si te gusta caminar y explorar recomendaria ir por tu cuenta, incluso puedes bajar al lago por un lado. "
5,25 enero 2016,Vista mágica,"Cansa un poco subir pero una vez que llegas la vista es espectacular. 100% recomendable, es mejor si vas en la mañana y cuando hay bastante sol"
4,25 enero 2016,LINDO PAISAJE,"Es maravilloso,muy tranquilo, poder apreciar el lago umayo es espectacular. quiero volver. los pobladores muy amables . si logran quedarse hasta el atardecer la luna ilumina mucho y se siente un relajo total"
4,23 enero 2016,Un lugar genial! ,"Esta aproximadamente a una hora de la cuidad de Puno; para poder ir se tiene que contratar un vehículo particular debido a que no hay transporte público para el lugar salvo tomes dos colectivos, unos que te lleve hasta el desvío para el ingreso a Sillustani y luego esperar que pase un taxi para que los lleve hasta Sillustani. El ingreso tiene un costo de 10 soles. Suena un poco tedioso llegar, pero lo que van a encontrar en Sillustani lo vale. "
5,20 enero 2016,liiindo,"es un lugar muy bonito y tranquilo, hay venta de artesanías y dependiendo del día pueden haber muchos turistas, pero en general no estan atiburrados, tb va mucha gente local que es bueno de ver. La parte que da al lago y se ve esta extraña isla meseta, es muy tranquila, al atardecer es realmente genial estar ahi y sentir la brisa. Aunque sería bueno una mejor señalización y limpieza en algunas partes."
5,19 enero 2016,Increíble vista,"El atardecer en este lugar es de ensueño. Lugar infaltable en la visita a Puno.
Las entradas están a un precio razonable."
4,19 enero 2016,"Hermosas vistas, mal personal","Visite Sillustani en dos oportunidades, lo mas interesante es el lago que se puede ver desde las Chullpas en especial cuando el sol se esta poniendo. Sin embargo en ambas oportunidades el personal no es muy comprensivo, en especial en el caso de estudiantes que les exigen tener el carné de estudiante y no aceptan DNI de menor. Nada comprensivos con el visitante."
4,18 enero 2016,un dia espectacular,"Se encuentra cerca a la ciudad de Puno, tienes paisajes preciosos y un ambiente cargado de energia, excelente opcion para amantes de las naturaleza y fotografos."
5,18 enero 2016,Hermosisimo lugar!,Me dejó perpleja con tanta belleza natural. Pude llegar con un taxi desde Puno. Ida y vuelta te puede costar 80 soles que valen la pena!
4,13 enero 2016,sitio tranquilo donde podras observar cultura y mas cultura,"Es recomendable visitar estas ruinas por la mañana, ya que por la tarde vienen todos los turistas que han estado visitando las islas de los uros y no han ido a la isla de taquile. sitio bonito y con muchas historias que contar."
4,11 enero 2016,Curioso lugar y poco turistico,"A unos 30 km de Puno hacia el interior se encuentra el lago Umayo en cuyas orillas se encuentra este curioso sitio arqueológico. Toda la zona está repleta de gigantescos pilares circulares, chullpas, que en realidad se tratan de cámaras funerarias de una antigua tribu aymara. Pese a estar algunas parcialmente derruidas y haber sido saqueadas de todo objeto de valor, fue una visita muy recomendable.El precio de entrada son unicamente 10 soles y se puede conseguir un coche con conductor facilmente en el puerto de Puno (nosotros eramos 6 personas y nos costo 90 soles)"
4,9 enero 2016,Las enigmáticas Chulpas,"Una región arqueológica que vale la pena conocer y explorar. A solo unos 30-40 minutos de Puno. Además, está rodeada de un espectacular lago lo que hace que sea un gran paisaje, perfecto para ver el atardecer."
5,8 enero 2016,"""ATRACTIVO DE CONOCER,UN SITIO DE BUENA VIBRA""","La agencia que nos recomendaron en Pacha Expedition que esta ubicado afueras de la cuidad a lado de la UNA, es una de las mejores de la cuidad de Puno, porque nos ofrecieron un tours completo a Sillustani que nos gusto mucho, sus guías están muy bien capacitados para mostrarnos las sublimidad que tiene Puno y sus tradiciones que aun permanecen en la actualidad.viajar con los guías fue una experiencia única e inolvidable que tuvimos nosotros, estamos muy agradecidos con la agencia, yo les recomendaría que visiten el hotel por ser la mejor de la cuidad de Puno."
4,8 enero 2016,Interesantisimo,"El lugar llama mucho la atención de propios y extraños ya que sus chulpas son mas que llamativas, son enigmáticas, pero la caminata desde el estacionamiento hasta la base del cerro donde se ubican es innecesaria ya que si se permitiría que el coche te acerque a dejarte a la base y camines de vuelta lo apreciarías mas."
3,6 enero 2016,Ruinas de sillustani,Queda a unos minutos de puno. Son unas ruinas de piedra. Tiene una vista expextacular de una parte del lago. Es un paisaje hermoso. Venden artesania. Y puedes encontrar servicios. Hay cobertura de claro y coge muy bien el internet en esa zona. Tiene un caminito muy especial y señalizado. Me encanto
5,6 enero 2016,hermosas fotos,"Ir en un tour de un día, por 30 soles con recogida al hotel y regreso al mismo, es barato, la atención es buena y puedes tomar muchas fotos de este lugar mágico, solo dile al administrador de tu hotel, que deseas ir en un tour de un día para este sitio y ellos se encargan de contratarlo."
4,6 enero 2016,Misteriosa,Muy buen lugar. Guarda el misterio de los cementerios de distintas civilizaciones locales. Vale la pena ir. Da la sensación de estar en un cuento de suspenso.
4,5 enero 2016,las chulpas al atardecer,"Llegamos corriendo cerca de las 5 de la tarde; la subida es regular y ver las chulpas y el lago es simplemente maravilloso. Parecía que se venía una tormenta pero sólo vimos alguna tormenta eléctrica.La puesta de sol es algo IMPRESIONANTE... podrían incentivarla turísticamente. Todo está muy cuidado y limpio, hay baños y basureros"
5,5 enero 2016,Aqui se encuentra uno de los puntos más energéticos del Planeta,"Se dice que si dentro de un miso año visitas este punto junto con Machupichu y Ayes Roche en Australia, las energías que recibes son inmensas. Yo lo hice en mi vuelta al mundo hace ya 15 años y debe ser verdad porque ahora tengo 80 y sigo viajando por el mundo con i mochila. ¡Urra, Urra, Urra¡ LA ABUELITA MOCHILERA"
5,3 enero 2016,No pueden dejar de ir ,"Un lugar de buenas vibras, vale la pena la caminata por la hermosa vista 100% recomendable Para llegar pueden ir a unas cuadras del óvalo de Fatima, ahí están los carros que salen a Juliaca le piden que los dejen en cruze para ir a sillustani, una ves ahí hay combis que los llevan a sillustani"
5,3 enero 2016,IMPERDIBLE,"Te brinda una experiencia única, la vista es impresionante. Amerita todo el trayecto de caminata. Es recomendable ir abrigado en estos tiempos, dado los vientos que hay."
4,1 enero 2016,Interesante de conocer,"Rodeado de una laguna hermosa y un lindo paisaje. Interesante ver el tipo de construcción que tenían para enterrar a sus difuntos.
Si tienen tiempo es interesante de visitar"
4,29 diciembre 2015,Muy buenas vistas,"Hermosas vistas a la laguna y a las chulpas, la mejor forma de visitar las ruinas es contratar un guía para que les explique todo sobre el lugar.
Los tours son económicos (40 soles aprox)."
5,26 diciembre 2015,Un lugar de buena vibra!,"Maravilloso!! La Laguna Umayo es increíble..
Llevar siempre agua ya que la altura te cansa mucho. Hay que caminar bastante para llegar a ver las Chullpas."
5,22 diciembre 2015,Otro lugar unico y magico del Peru.,"Las tumbas de Silustani, misteriosas y soprendentes, son poco conocidas para la mayoria de los viajeros que visitan Peru. Sin embargo deberian ser una visita obligada en cualquier itinerario del riquisimo Peru. Las vistas que se tienen de los lagos que la rodean, y su emplazamiento son realmente sorprendentes. Ideal si pueden contratar un guia local, colaborando con las comunidades locales. Prestar atencion a las casas que hay en el camino, adornadas por los toros de la abundancia."
5,20 diciembre 2015,Hermoso!!!!,Fue uno de los mejores lugares donde fuimos con mi familia en nuestra estancia en Puno. La vista de la laguna es extraordinario
4,15 diciembre 2015,"Belleza natural, historia y cultura","Lugar místico, lleno de magia y donde la historia parece haberse detenido con la presencia de la cultura inka. Es recomendable visitarlo en la mañana porque en la tarde suele haber más viento y menos sol. Si primera vez se viaja a la altura de 4000 msnm, es preferible aclimatarse previamente. Solamente que debiera haber mayor preparación a los guardianes para que sepan tratar mejor a los visitantes."
4,15 diciembre 2015,Merece una visita para empezar en Puno,Merece la pena una visita si es la primera zona a la que llegas.Un buen complemento a la visita del lago Titicaca.Esta alejado de la ciudad.En el camino de regreso puedes visitar una casa local si lo contratas con tu agencia.A nosotros nos encanto.
4,15 diciembre 2015,Un lugar maravilloso y muy tranquilo,"Es un lugar muy tranquilo y fascinante para visitar, es mejor contratar un tour que te cobrara en promedio S/. 45.00 soles, incluyendo transporte, entradas y guia. Si vas por tu propia cuenta es un poco dificil debido a que no hay colectivos que vayan directo al complejo arqueologico, tienes que tomor un colectivo de Puno a Juliaca y bajarse en desvio Silustani (30 min.) y de ahi tomar un colectivo desde el Desvio Sillustani hasta el complejo arqueologico (15 min.) les recomiendo parar en la casa del Sr. Julio en Atuncolla ya que el brinda el servicio de Almuerzo, es muy bueno y su familia es muy agradable."
4,14 diciembre 2015,"Sillustani, ruinas y lugar de interés arqueológico","Formado por tumbas y rodeado de un lago inferior en tamaño al Titicaca pero a un poco demás altura, no navegable. Importante visitar alguna casa local del pueblo de al lado."
